id,result
1,0.163697993458869
2,0.773554242634453
3,0.11512168690821
4,0.694235599682982
5,0.500752203682684
6,0.885489903225891
7,0.307043269654853
8,0.39999521864643
9,0.11512168690821
10,0.227501589609027
11,0.694235599682982
12,0.694235599682982
13,0.11512168690821
14,0.11512168690821
15,0.773554242634453
16,0.11512168690821
17,0.307043269654853
18,0.227501589609027
19,0.837124160107217
20,0.601448134804892
21,0.885489903225891
22,0.11512168690821
23,0.500752203682684
24,0.307043269654853
25,0.39999521864643
26,0.601448134804892
27,0.837124160107217
28,0.885489903225891
29,0.694235599682982
30,0.837124160107217
31,0.694235599682982
32,0.837124160107217
33,0.773554242634453
34,0.163697993458869
35,0.307043269654853
36,0.163697993458869
37,0.601448134804892
38,0.227501589609027
39,0.39999521864643
40,0.773554242634453
41,0.227501589609027
42,0.773554242634453
43,0.227501589609027
44,0.11512168690821
45,0.694235599682982
46,0.500752203682684
47,0.307043269654853
48,0.773554242634453
49,0.885489903225891
50,0.885489903225891
51,0.694235599682982
52,0.773554242634453
53,0.500752203682684
54,0.773554242634453
55,0.500752203682684
56,0.39999521864643
57,0.39999521864643
58,0.601448134804892
59,0.601448134804892
60,0.694235599682982
61,0.500752203682684
62,0.694235599682982
63,0.163697993458869
64,0.307043269654853
65,0.601448134804892
66,0.601448134804892
67,0.837124160107217
68,0.163697993458869
69,0.694235599682982
70,0.500752203682684
71,0.39999521864643
72,0.837124160107217
73,0.773554242634453
74,0.837124160107217
75,0.601448134804892
76,0.307043269654853
77,0.500752203682684
78,0.307043269654853
79,0.500752203682684
80,0.227501589609027
81,0.500752203682684
82,0.885489903225891
83,0.694235599682982
84,0.885489903225891
85,0.227501589609027
86,0.11512168690821
87,0.773554242634453
88,0.694235599682982
89,0.601448134804892
90,0.694235599682982
91,0.11512168690821
92,0.307043269654853
93,0.694235599682982
94,0.163697993458869
95,0.11512168690821
96,0.11512168690821
97,0.500752203682684
98,0.885489903225891
99,0.307043269654853
100,0.163697993458869
101,0.601448134804892
102,0.307043269654853
103,0.500752203682684
104,0.500752203682684
105,0.773554242634453
106,0.163697993458869
107,0.885489903225891
108,0.837124160107217
109,0.11512168690821
110,0.601448134804892
111,0.163697993458869
112,0.601448134804892
113,0.307043269654853
114,0.694235599682982
115,0.163697993458869
116,0.837124160107217
117,0.307043269654853
118,0.227501589609027
119,0.601448134804892
120,0.500752203682684
121,0.163697993458869
122,0.837124160107217
123,0.227501589609027
124,0.11512168690821
125,0.837124160107217
126,0.307043269654853
127,0.694235599682982
128,0.773554242634453
129,0.837124160107217
130,0.307043269654853
131,0.500752203682684
132,0.500752203682684
133,0.694235599682982
134,0.885489903225891
135,0.601448134804892
136,0.837124160107217
137,0.500752203682684
138,0.39999521864643
139,0.163697993458869
140,0.39999521864643
141,0.11512168690821
142,0.837124160107217
143,0.39999521864643
144,0.601448134804892
145,0.694235599682982
146,0.11512168690821
147,0.773554242634453
148,0.601448134804892
149,0.601448134804892
150,0.39999521864643
151,0.837124160107217
152,0.500752203682684
153,0.837124160107217
154,0.773554242634453
155,0.601448134804892
156,0.39999521864643
157,0.837124160107217
158,0.885489903225891
159,0.601448134804892
160,0.601448134804892
161,0.601448134804892
162,0.227501589609027
163,0.11512168690821
164,0.601448134804892
165,0.773554242634453
166,0.601448134804892
167,0.601448134804892
168,0.773554242634453
169,0.773554242634453
170,0.601448134804892
171,0.885489903225891
172,0.163697993458869
173,0.39999521864643
